timeid,method,spot,districtid
1,neighborhood,cold,459
1,neighborhood,hot,462
1,neighborhood,hot,463
1,neighborhood,cold,465
1,neighborhood,cold,466
1,neighborhood,hot,471
1,neighborhood,hot,479
1,neighborhood,cold,483
1,neighborhood,hot,489
1,neighborhood,hot,491
1,neighborhood,cold,492
1,neighborhood,hot,499
1,neighborhood,hot,500
1,neighborhood,cold,503
1,neighborhood,hot,504
1,neighborhood,hot,505
1,neighborhood,cold,510
1,neighborhood,cold,515
1,neighborhood,hot,516
1,neighborhood,hot,517
1,neighborhood,cold,519
1,neighborhood,cold,525
1,neighborhood,cold,527
1,neighborhood,hot,537
1,neighborhood,hot,547
1,neighborhood,hot,548
1,neighborhood,hot,551
1,neighborhood,hot,555
1,neighborhood,hot,562
1,neighborhood,cold,577
1,neighborhood,hot,578
1,neighborhood,cold,583
1,neighborhood,cold,585
1,neighborhood,cold,591
1,neighborhood,hot,594
1,neighborhood,cold,595
1,neighborhood,hot,596
1,neighborhood,hot,598
1,neighborhood,cold,600
1,neighborhood,hot,603
1,neighborhood,hot,604
1,neighborhood,cold,607
1,neighborhood,cold,615
1,neighborhood,hot,617
1,neighborhood,cold,621
1,neighborhood,hot,622
1,neighborhood,cold,625
1,neighborhood,hot,634
1,neighborhood,cold,636
1,neighborhood,hot,638
1,neighborhood,hot,639
1,neighborhood,cold,641
1,neighborhood,hot,647
1,neighborhood,cold,651
1,neighborhood,hot,658
1,neighborhood,cold,659
1,neighborhood,cold,663
1,neighborhood,hot,664
1,neighborhood,cold,667
1,neighborhood,hot,669
1,neighborhood,hot,687
1,neighborhood,cold,691
1,neighborhood,cold,693
1,neighborhood,cold,695
1,neighborhood,hot,697
1,neighborhood,cold,699
1,neighborhood,cold,700
1,neighborhood,cold,704
1,neighborhood,cold,710
1,neighborhood,cold,715
1,neighborhood,cold,717
1,neighborhood,hot,721
1,neighborhood,hot,725
1,neighborhood,cold,727
1,neighborhood,hot,731
1,neighborhood,hot,732
1,neighborhood,hot,736
1,neighborhood,hot,739
1,neighborhood,cold,745
1,neighborhood,hot,749
1,neighborhood,hot,753
1,neighborhood,cold,782
1,neighborhood,cold,783
1,neighborhood,hot,790
1,neighborhood,hot,793
1,neighborhood,cold,798
1,neighborhood,hot,804
1,neighborhood,cold,806
1,neighborhood,hot,809
1,neighborhood,hot,815
1,neighborhood,hot,817
1,neighborhood,cold,819
1,neighborhood,cold,826
1,state,hot,104
1,state,hot,106
1,state,hot,114
1,state,hot,191
1,state,hot,228
1,state,hot,244
1,state,hot,260
1,state,hot,279
1,state,cold,282
1,state,hot,286
1,state,hot,289
1,state,hot,292
1,state,hot,295
1,state,hot,300
1,state,hot,315
1,state,hot,319
1,state,hot,321
1,state,hot,332
1,state,hot,337
1,state,hot,338
1,state,hot,348
1,state,hot,361
1,state,hot,364
1,state,hot,365
1,state,hot,366
1,state,hot,369
1,state,hot,372
1,state,hot,378
1,state,hot,397
1,state,hot,416
1,state,hot,420
1,state,hot,424
1,state,hot,448
1,state,cold,451
1,state,hot,458
1,state,hot,463
1,state,hot,471
1,state,cold,474
1,state,cold,483
1,state,hot,499
1,state,hot,500
1,state,hot,516
1,state,hot,542
1,state,hot,578
1,state,hot,596
1,state,hot,603
1,state,hot,604
1,state,hot,617
1,state,hot,618
1,state,hot,622
1,state,hot,634
1,state,hot,647
1,state,hot,710
1,state,hot,718
1,state,hot,732
1,state,hot,739
1,state,hot,749
1,state,hot,753
1,state,hot,773
1,state,hot,793
1,state,cold,801
1,state,cold,807
1,state,hot,817
