timeid,method,spot,districtid
3,neighborhood,hot,646
3,neighborhood,hot,647
3,neighborhood,hot,658
3,neighborhood,cold,659
3,neighborhood,hot,664
3,neighborhood,cold,667
3,neighborhood,hot,669
3,neighborhood,cold,671
3,neighborhood,hot,676
3,neighborhood,cold,677
3,neighborhood,cold,687
3,neighborhood,cold,689
3,neighborhood,cold,691
3,neighborhood,hot,692
3,neighborhood,cold,693
3,neighborhood,cold,700
3,neighborhood,hot,702
3,neighborhood,hot,709
3,neighborhood,cold,714
3,neighborhood,hot,716
3,neighborhood,cold,717
3,neighborhood,hot,721
3,neighborhood,cold,727
3,neighborhood,hot,730
3,neighborhood,hot,732
3,neighborhood,hot,736
3,neighborhood,cold,738
3,neighborhood,hot,739
3,neighborhood,hot,749
3,neighborhood,hot,759
3,neighborhood,hot,762
3,neighborhood,hot,765
3,neighborhood,hot,767
3,neighborhood,hot,771
3,neighborhood,hot,772
3,neighborhood,cold,779
3,neighborhood,hot,790
3,neighborhood,cold,794
3,neighborhood,hot,804
3,neighborhood,cold,819
3,neighborhood,hot,821
3,neighborhood,cold,822
4,neighborhood,cold,102
4,neighborhood,hot,104
4,neighborhood,hot,108
4,neighborhood,cold,112
4,neighborhood,hot,115
4,neighborhood,cold,116
4,neighborhood,hot,120
4,neighborhood,cold,121
4,neighborhood,hot,123
4,neighborhood,cold,128
4,neighborhood,cold,130
4,neighborhood,cold,148
4,neighborhood,hot,152
4,neighborhood,cold,153
4,neighborhood,cold,155
4,neighborhood,cold,156
4,neighborhood,hot,161
4,neighborhood,hot,163
4,neighborhood,hot,167
4,neighborhood,hot,170
4,neighborhood,cold,172
4,neighborhood,cold,179
4,neighborhood,cold,181
4,neighborhood,hot,182
4,neighborhood,hot,184
4,neighborhood,hot,189
4,neighborhood,hot,191
4,neighborhood,cold,201
4,neighborhood,cold,204
4,neighborhood,cold,209
4,neighborhood,cold,217
4,neighborhood,cold,220
4,neighborhood,hot,223
4,neighborhood,cold,225
4,neighborhood,hot,228
4,neighborhood,hot,239
4,neighborhood,hot,241
4,neighborhood,hot,243
4,neighborhood,hot,244
4,neighborhood,hot,250
4,neighborhood,hot,255
4,neighborhood,cold,257
4,neighborhood,hot,260
4,neighborhood,hot,268
4,neighborhood,hot,271
4,neighborhood,hot,272
4,neighborhood,hot,275
4,neighborhood,cold,284
4,neighborhood,hot,289
4,neighborhood,cold,290
4,neighborhood,hot,292
4,neighborhood,hot,295
4,neighborhood,cold,312
4,neighborhood,hot,315
4,neighborhood,hot,332
4,neighborhood,hot,335
4,neighborhood,hot,337
4,neighborhood,cold,344
4,neighborhood,cold,358
4,neighborhood,hot,361
4,neighborhood,cold,362
4,neighborhood,cold,363
4,neighborhood,hot,365
4,neighborhood,hot,366
4,neighborhood,hot,369
4,neighborhood,hot,372
4,neighborhood,hot,374
4,neighborhood,hot,378
4,neighborhood,hot,379
4,neighborhood,cold,381
4,neighborhood,hot,382
4,neighborhood,hot,385
4,neighborhood,cold,386
4,neighborhood,hot,391
4,neighborhood,cold,392
4,neighborhood,hot,397
4,neighborhood,hot,399
4,neighborhood,hot,408
4,neighborhood,cold,410
4,neighborhood,hot,416
4,neighborhood,hot,420
4,neighborhood,hot,422
4,neighborhood,hot,424
4,neighborhood,cold,427
4,neighborhood,cold,429
4,neighborhood,hot,430
4,neighborhood,hot,431
4,neighborhood,hot,432
4,neighborhood,hot,433
4,neighborhood,cold,436
4,neighborhood,cold,461
4,neighborhood,hot,462
4,neighborhood,hot,463
4,neighborhood,hot,469
4,neighborhood,hot,471
4,neighborhood,hot,474
4,neighborhood,hot,476
4,neighborhood,hot,479
4,neighborhood,cold,480
4,neighborhood,cold,490
4,neighborhood,hot,499
4,neighborhood,hot,500
4,neighborhood,hot,501
4,neighborhood,hot,504
4,neighborhood,hot,505
4,neighborhood,cold,510
4,neighborhood,cold,512
4,neighborhood,hot,516
4,neighborhood,hot,517
4,neighborhood,hot,520
4,neighborhood,cold,523
4,neighborhood,hot,536
4,neighborhood,hot,537
4,neighborhood,cold,538
4,neighborhood,hot,547
4,neighborhood,hot,548
4,neighborhood,hot,551
4,neighborhood,hot,555
4,neighborhood,hot,556
4,neighborhood,cold,558
4,neighborhood,cold,560
4,neighborhood,hot,570
4,neighborhood,hot,572
4,neighborhood,cold,577
4,neighborhood,cold,581
4,neighborhood,cold,585
4,neighborhood,cold,588
4,neighborhood,hot,596
4,neighborhood,cold,597
4,neighborhood,hot,604
4,neighborhood,cold,607
4,neighborhood,hot,608
4,neighborhood,cold,609
4,neighborhood,cold,615
4,neighborhood,cold,619
4,neighborhood,cold,625
4,neighborhood,hot,634
4,neighborhood,hot,638
4,neighborhood,hot,639
4,neighborhood,hot,642
4,neighborhood,hot,643
4,neighborhood,hot,650
4,neighborhood,cold,653
4,neighborhood,hot,658
4,neighborhood,hot,664
4,neighborhood,cold,666
4,neighborhood,cold,667
4,neighborhood,hot,669
4,neighborhood,cold,671
4,neighborhood,hot,676
4,neighborhood,cold,686
4,neighborhood,cold,691
4,neighborhood,hot,697
4,neighborhood,hot,699
4,neighborhood,cold,704
4,neighborhood,hot,706
4,neighborhood,hot,709
4,neighborhood,hot,712
4,neighborhood,cold,713
4,neighborhood,hot,717
4,neighborhood,cold,720
4,neighborhood,hot,721
4,neighborhood,hot,725
4,neighborhood,hot,732
4,neighborhood,hot,739
4,neighborhood,hot,743
4,neighborhood,hot,749
4,neighborhood,cold,753
4,neighborhood,hot,754
4,neighborhood,hot,759
4,neighborhood,cold,760
4,neighborhood,hot,765
4,neighborhood,hot,774
4,neighborhood,hot,777
4,neighborhood,hot,782
4,neighborhood,hot,790
4,neighborhood,cold,791
4,neighborhood,hot,793
4,neighborhood,hot,804
4,neighborhood,hot,808
4,neighborhood,hot,815
5,neighborhood,cold,102
5,neighborhood,hot,104
5,neighborhood,hot,114
5,neighborhood,hot,115
5,neighborhood,cold,116
5,neighborhood,cold,117
5,neighborhood,hot,120
5,neighborhood,hot,123
5,neighborhood,cold,129
5,neighborhood,cold,130
5,neighborhood,cold,132
5,neighborhood,cold,133
5,neighborhood,hot,136
5,neighborhood,cold,140
5,neighborhood,hot,148
5,neighborhood,cold,149
5,neighborhood,hot,163
5,neighborhood,hot,164
5,neighborhood,hot,171
5,neighborhood,hot,175
5,neighborhood,cold,179
5,neighborhood,hot,182
5,neighborhood,hot,191
5,neighborhood,hot,197
5,neighborhood,cold,199
5,neighborhood,cold,200
5,neighborhood,cold,204
5,neighborhood,cold,205
5,neighborhood,hot,213
5,neighborhood,cold,215
5,neighborhood,cold,216
5,neighborhood,cold,220
5,neighborhood,hot,221
5,neighborhood,cold,225
5,neighborhood,hot,228
5,neighborhood,cold,234
5,neighborhood,hot,237
5,neighborhood,cold,238
5,neighborhood,hot,239
5,neighborhood,hot,241
5,neighborhood,hot,247
5,neighborhood,hot,250
5,neighborhood,hot,255
5,neighborhood,hot,260
5,neighborhood,cold,261
5,neighborhood,hot,271
5,neighborhood,cold,273
5,neighborhood,hot,275
5,neighborhood,hot,277
5,neighborhood,hot,289
5,neighborhood,hot,292
5,neighborhood,hot,294
5,neighborhood,hot,295
5,neighborhood,hot,300
5,neighborhood,cold,308
5,neighborhood,hot,315
5,neighborhood,hot,320
5,neighborhood,hot,321
5,neighborhood,hot,327
5,neighborhood,hot,328
5,neighborhood,cold,331
5,neighborhood,hot,332
5,neighborhood,hot,335
5,neighborhood,hot,338
5,neighborhood,hot,348
5,neighborhood,cold,350
5,neighborhood,cold,353
5,neighborhood,hot,354
5,neighborhood,hot,361
5,neighborhood,cold,362
5,neighborhood,cold,363
5,neighborhood,hot,364
5,neighborhood,hot,365
5,neighborhood,hot,366
5,neighborhood,cold,370
5,neighborhood,hot,372
5,neighborhood,hot,374
5,neighborhood,hot,378
5,neighborhood,cold,380
5,neighborhood,hot,391
5,neighborhood,cold,392
5,neighborhood,cold,394
5,neighborhood,cold,395
5,neighborhood,hot,397
5,neighborhood,hot,399
5,neighborhood,cold,405
5,neighborhood,hot,408
5,neighborhood,cold,410
5,neighborhood,cold,413
5,neighborhood,hot,416
5,neighborhood,hot,424
5,neighborhood,cold,427
5,neighborhood,hot,432
5,neighborhood,hot,433
5,neighborhood,hot,437
5,neighborhood,cold,449
5,neighborhood,hot,462
5,neighborhood,hot,463
5,neighborhood,cold,465
5,neighborhood,hot,471
5,neighborhood,hot,479
5,neighborhood,cold,483
5,neighborhood,cold,485
5,neighborhood,hot,489
5,neighborhood,hot,491
5,neighborhood,hot,499
5,neighborhood,hot,500
5,neighborhood,hot,505
5,neighborhood,cold,510
5,neighborhood,cold,515
5,neighborhood,hot,516
5,neighborhood,hot,517
5,neighborhood,cold,519
5,neighborhood,cold,525
5,neighborhood,cold,527
5,neighborhood,hot,537
5,neighborhood,hot,547
5,neighborhood,hot,548
5,neighborhood,hot,551
5,neighborhood,hot,555
5,neighborhood,hot,562
5,neighborhood,cold,577
5,neighborhood,hot,578
5,neighborhood,cold,584
5,neighborhood,cold,595
5,neighborhood,hot,596
5,neighborhood,hot,598
5,neighborhood,cold,600
5,neighborhood,hot,603
5,neighborhood,hot,604
5,neighborhood,cold,607
5,neighborhood,hot,617
5,neighborhood,cold,621
5,neighborhood,hot,622
5,neighborhood,hot,634
5,neighborhood,hot,638
5,neighborhood,hot,639
5,neighborhood,hot,647
5,neighborhood,cold,653
5,neighborhood,hot,658
5,neighborhood,cold,659
5,neighborhood,cold,663
5,neighborhood,cold,666
5,neighborhood,cold,667
5,neighborhood,hot,669
5,neighborhood,cold,691
5,neighborhood,cold,692
5,neighborhood,cold,693
5,neighborhood,hot,697
5,neighborhood,cold,700
5,neighborhood,cold,701
5,neighborhood,hot,712
5,neighborhood,hot,718
5,neighborhood,hot,721
5,neighborhood,hot,725
5,neighborhood,cold,727
5,neighborhood,cold,728
5,neighborhood,cold,730
5,neighborhood,hot,732
5,neighborhood,cold,733
5,neighborhood,hot,736
5,neighborhood,hot,737
5,neighborhood,cold,738
5,neighborhood,hot,739
5,neighborhood,hot,741
5,neighborhood,hot,749
5,neighborhood,hot,759
5,neighborhood,cold,782
5,neighborhood,hot,790
5,neighborhood,hot,793
5,neighborhood,hot,799
5,neighborhood,hot,804
5,neighborhood,hot,808
5,neighborhood,hot,815
5,neighborhood,hot,817
5,neighborhood,cold,822
5,neighborhood,cold,826
6,neighborhood,cold,102
6,neighborhood,hot,104
6,neighborhood,hot,109
6,neighborhood,hot,110
6,neighborhood,hot,114
6,neighborhood,cold,117
6,neighborhood,hot,120
6,neighborhood,hot,123
6,neighborhood,cold,126
6,neighborhood,cold,129
6,neighborhood,cold,132
6,neighborhood,cold,133
6,neighborhood,cold,134
6,neighborhood,hot,136
6,neighborhood,cold,140
6,neighborhood,cold,141
6,neighborhood,cold,152
6,neighborhood,hot,163
6,neighborhood,hot,171
6,neighborhood,cold,179
6,neighborhood,hot,182
6,neighborhood,hot,187
6,neighborhood,cold,188
6,neighborhood,hot,191
6,neighborhood,hot,197
6,neighborhood,cold,204
6,neighborhood,hot,213
6,neighborhood,hot,221
6,neighborhood,cold,225
6,neighborhood,hot,228
6,neighborhood,hot,237
6,neighborhood,hot,241
6,neighborhood,hot,243
6,neighborhood,cold,248
6,neighborhood,hot,250
6,neighborhood,cold,254
6,neighborhood,hot,255
6,neighborhood,cold,261
6,neighborhood,cold,266
6,neighborhood,hot,268
6,neighborhood,cold,270
6,neighborhood,hot,271
6,neighborhood,hot,277
6,neighborhood,hot,279
6,neighborhood,hot,287
6,neighborhood,hot,289
6,neighborhood,hot,292
6,neighborhood,hot,295
6,neighborhood,hot,299
6,neighborhood,hot,300
6,neighborhood,hot,320
6,neighborhood,hot,321
6,neighborhood,hot,328
6,neighborhood,cold,331
6,neighborhood,hot,332
6,neighborhood,hot,335
6,neighborhood,hot,336
6,neighborhood,hot,338
6,neighborhood,cold,344
6,neighborhood,cold,345
6,neighborhood,cold,346
6,neighborhood,hot,348
6,neighborhood,hot,354
6,neighborhood,hot,361
6,neighborhood,cold,362
6,neighborhood,hot,364
6,neighborhood,hot,365
6,neighborhood,hot,366
6,neighborhood,hot,369
6,neighborhood,cold,370
6,neighborhood,hot,374
6,neighborhood,cold,376
6,neighborhood,hot,378
6,neighborhood,cold,380
6,neighborhood,cold,381
6,neighborhood,hot,391
6,neighborhood,cold,392
6,neighborhood,cold,393
6,neighborhood,cold,395
6,neighborhood,hot,397
6,neighborhood,hot,399
6,neighborhood,cold,405
6,neighborhood,hot,408
6,neighborhood,cold,410
6,neighborhood,cold,414
6,neighborhood,hot,416
6,neighborhood,hot,424
6,neighborhood,cold,427
6,neighborhood,hot,432
6,neighborhood,cold,434
6,neighborhood,hot,438
6,neighborhood,cold,443
6,neighborhood,hot,448
6,neighborhood,cold,459
6,neighborhood,hot,462
6,neighborhood,hot,463
6,neighborhood,cold,465
6,neighborhood,hot,471
6,neighborhood,hot,479
6,neighborhood,hot,482
6,neighborhood,cold,483
6,neighborhood,hot,485
6,neighborhood,hot,489
6,neighborhood,hot,491
6,neighborhood,cold,492
6,neighborhood,hot,499
6,neighborhood,hot,500
6,neighborhood,cold,503
6,neighborhood,hot,504
6,neighborhood,cold,510
6,neighborhood,cold,515
6,neighborhood,hot,516
6,neighborhood,cold,519
6,neighborhood,cold,525
6,neighborhood,cold,527
6,neighborhood,cold,529
6,neighborhood,hot,537
6,neighborhood,hot,547
6,neighborhood,hot,548
6,neighborhood,hot,551
6,neighborhood,hot,555
6,neighborhood,hot,562
6,neighborhood,cold,564
6,neighborhood,hot,568
6,neighborhood,hot,578
6,neighborhood,hot,580
6,neighborhood,cold,582
6,neighborhood,cold,583
6,neighborhood,cold,585
6,neighborhood,cold,591
6,neighborhood,hot,594
6,neighborhood,cold,595
6,neighborhood,hot,596
6,neighborhood,hot,598
6,neighborhood,hot,603
6,neighborhood,hot,604
6,neighborhood,cold,607
6,neighborhood,cold,611
6,neighborhood,hot,617
6,neighborhood,hot,618
6,neighborhood,hot,619
6,neighborhood,hot,622
6,neighborhood,hot,634
6,neighborhood,cold,636
6,neighborhood,hot,638
6,neighborhood,cold,641
6,neighborhood,cold,643
6,neighborhood,hot,647
6,neighborhood,cold,651
6,neighborhood,hot,657
6,neighborhood,hot,658
6,neighborhood,cold,659
6,neighborhood,hot,665
6,neighborhood,cold,667
6,neighborhood,hot,669
6,neighborhood,hot,672
6,neighborhood,cold,673
6,neighborhood,hot,687
6,neighborhood,cold,690
6,neighborhood,cold,691
6,neighborhood,cold,693
6,neighborhood,cold,695
6,neighborhood,hot,697
6,neighborhood,cold,699
6,neighborhood,cold,700
6,neighborhood,cold,704
6,neighborhood,cold,710
6,neighborhood,cold,715
6,neighborhood,cold,717
6,neighborhood,cold,727
6,neighborhood,hot,731
6,neighborhood,hot,732
6,neighborhood,hot,736
6,neighborhood,cold,737
6,neighborhood,hot,739
6,neighborhood,cold,745
6,neighborhood,cold,746
6,neighborhood,hot,751
6,neighborhood,hot,753
6,neighborhood,hot,759
6,neighborhood,hot,771
6,neighborhood,cold,783
6,neighborhood,hot,785
6,neighborhood,cold,787
6,neighborhood,hot,790
6,neighborhood,hot,793
6,neighborhood,hot,804
6,neighborhood,cold,806
6,neighborhood,hot,809
6,neighborhood,hot,817
6,neighborhood,cold,819
6,neighborhood,cold,820
6,neighborhood,cold,826
7,neighborhood,hot,103
7,neighborhood,hot,104
7,neighborhood,hot,110
7,neighborhood,hot,120
7,neighborhood,cold,126
7,neighborhood,hot,128
7,neighborhood,cold,132
7,neighborhood,hot,133
7,neighborhood,cold,134
7,neighborhood,hot,136
7,neighborhood,cold,141
7,neighborhood,hot,154
7,neighborhood,hot,155
7,neighborhood,hot,163
7,neighborhood,hot,164
7,neighborhood,hot,171
7,neighborhood,hot,181
7,neighborhood,hot,182
7,neighborhood,cold,188
7,neighborhood,hot,191
7,neighborhood,cold,192
7,neighborhood,cold,194
7,neighborhood,hot,197
7,neighborhood,hot,201
7,neighborhood,cold,203
7,neighborhood,hot,213
7,neighborhood,cold,216
7,neighborhood,hot,221
7,neighborhood,hot,223
7,neighborhood,cold,225
7,neighborhood,hot,228
7,neighborhood,cold,235
7,neighborhood,hot,237
7,neighborhood,hot,239
7,neighborhood,hot,241
7,neighborhood,hot,242
7,neighborhood,hot,243
7,neighborhood,hot,249
7,neighborhood,hot,250
7,neighborhood,cold,254
7,neighborhood,hot,260
7,neighborhood,cold,261
7,neighborhood,hot,266
7,neighborhood,cold,270
7,neighborhood,hot,271
7,neighborhood,hot,277
7,neighborhood,hot,279
7,neighborhood,hot,280
7,neighborhood,hot,289
7,neighborhood,hot,292
7,neighborhood,hot,293
7,neighborhood,hot,294
7,neighborhood,hot,295
7,neighborhood,cold,304
7,neighborhood,cold,316
7,neighborhood,hot,320
7,neighborhood,hot,324
7,neighborhood,hot,332
7,neighborhood,hot,337
7,neighborhood,hot,338
7,neighborhood,cold,344
7,neighborhood,cold,345
7,neighborhood,cold,350
7,neighborhood,cold,353
7,neighborhood,hot,354
7,neighborhood,hot,361
7,neighborhood,hot,364
7,neighborhood,hot,365
7,neighborhood,hot,366
7,neighborhood,hot,369
7,neighborhood,hot,372
7,neighborhood,hot,374
7,neighborhood,cold,376
7,neighborhood,hot,378
7,neighborhood,hot,379
7,neighborhood,cold,380
7,neighborhood,cold,382
7,neighborhood,cold,386
7,neighborhood,hot,391
7,neighborhood,cold,392
7,neighborhood,cold,393
7,neighborhood,cold,394
7,neighborhood,cold,395
7,neighborhood,hot,397
7,neighborhood,cold,405
7,neighborhood,cold,410
7,neighborhood,hot,416
7,neighborhood,hot,424
7,neighborhood,cold,427
7,neighborhood,cold,428
7,neighborhood,hot,432
7,neighborhood,hot,433
7,neighborhood,cold,434
7,neighborhood,cold,443
7,neighborhood,hot,448
7,neighborhood,hot,458
7,neighborhood,hot,471
7,neighborhood,hot,473
7,neighborhood,hot,478
7,neighborhood,hot,487
7,neighborhood,hot,489
7,neighborhood,hot,491
7,neighborhood,hot,496
7,neighborhood,hot,499
7,neighborhood,hot,500
7,neighborhood,hot,504
7,neighborhood,cold,510
7,neighborhood,cold,512
7,neighborhood,hot,516
7,neighborhood,hot,520
7,neighborhood,hot,528
7,neighborhood,cold,529
7,neighborhood,hot,531
7,neighborhood,hot,535
7,neighborhood,hot,536
7,neighborhood,hot,537
7,neighborhood,hot,547
7,neighborhood,hot,548
7,neighborhood,hot,551
7,neighborhood,hot,555
7,neighborhood,hot,556
7,neighborhood,hot,562
7,neighborhood,cold,575
7,neighborhood,hot,578
7,neighborhood,cold,591
7,neighborhood,hot,594
7,neighborhood,cold,595
7,neighborhood,hot,596
7,neighborhood,hot,598
7,neighborhood,hot,603
7,neighborhood,hot,604
7,neighborhood,cold,607
7,neighborhood,cold,611
7,neighborhood,cold,615
7,neighborhood,hot,617
7,neighborhood,hot,622
7,neighborhood,hot,632
7,neighborhood,hot,634
7,neighborhood,cold,636
7,neighborhood,hot,638
7,neighborhood,hot,639
7,neighborhood,cold,644
7,neighborhood,hot,647
7,neighborhood,cold,651
7,neighborhood,cold,667
7,neighborhood,hot,669
7,neighborhood,cold,673
7,neighborhood,hot,675
7,neighborhood,hot,687
7,neighborhood,hot,689
7,neighborhood,cold,690
7,neighborhood,cold,691
7,neighborhood,cold,692
7,neighborhood,cold,693
7,neighborhood,hot,697
7,neighborhood,cold,699
7,neighborhood,cold,700
7,neighborhood,cold,704
7,neighborhood,cold,706
7,neighborhood,cold,708
7,neighborhood,cold,710
7,neighborhood,cold,715
7,neighborhood,cold,717
7,neighborhood,hot,720
7,neighborhood,hot,727
7,neighborhood,hot,731
7,neighborhood,hot,732
7,neighborhood,hot,739
7,neighborhood,hot,746
7,neighborhood,hot,753
7,neighborhood,hot,765
7,neighborhood,hot,790
7,neighborhood,hot,793
7,neighborhood,cold,808
7,neighborhood,hot,809
7,neighborhood,hot,812
7,neighborhood,hot,815
7,neighborhood,hot,817
7,neighborhood,cold,820
1,state,hot,104
1,state,hot,156
1,state,hot,181
1,state,hot,187
1,state,hot,228
1,state,hot,260
1,state,hot,297
1,state,hot,300
1,state,hot,313
1,state,hot,319
1,state,hot,335
1,state,hot,337
1,state,hot,359
1,state,hot,361
1,state,hot,365
1,state,hot,366
1,state,hot,369
1,state,hot,394
1,state,hot,448
1,state,hot,463
1,state,hot,499
1,state,hot,531
1,state,hot,542
1,state,hot,544
1,state,hot,548
1,state,hot,550
1,state,hot,560
1,state,hot,578
1,state,hot,594
1,state,hot,604
1,state,hot,614
1,state,hot,622
1,state,hot,624
1,state,hot,638
1,state,hot,661
1,state,hot,688
1,state,hot,717
1,state,hot,732
1,state,hot,739
1,state,hot,749
1,state,hot,762
1,state,hot,790
1,state,hot,800
